0	﻿دانشکده	﻿دانشکده	﻿دانشکده	_	_
4	مفهوم	مفهوم	مفهوم	_	_
5	دارد	دارد	داشت	_	_
6	و	و	و	_	_
7	قابل	قابل	قابل	_	_
8	استفاده	استفاده	استفاده	_	_
9	است	است		_	_
10	.	.	.	_	_

0	مثال	مثال	مثال	_	_
1	:	:	:	_	_
2	تاریخ	تاریخ	تاریخ	_	_
3	دمای	دما	دما	_	_
4	سراسر	سراسر	سراسر	_	_
5	جهان	جهان	جهان	_	_
6	در	در	در	_	_
7	صد	صد	صد	_	_
8	سال	سال	سال	_	_
9	گذشته	گذشته	گذشته	_	_
10	داده‌است	داده‌است	داد	_	_
11	،	،	،	_	_
12	حال	حال	حال	_	_
13	آنکه	آنکه	آنکه	_	_
14	روند	روند	روند	_	_
15	افزایش	افزایش	افزایش	_	_
16	یا	یا	یا	_	_
17	کاهش	کاه	کاهش	_	_
18	دما	دما	دما	_	_
19	در	در	در	_	_
20	این	این	این	_	_
21	سالها	سال	سال	_	_
22	یک	یک	یک	_	_
23	اطلاعات	اطلاع	اطلاعات	_	_
24	است	است		_	_
25	.	.	.	_	_

0	نمرات	نمرات	نمرات	_	_
1	دانشجویان	دانشجو	دانشجو	_	_
2	یک	یک	یک	_	_
3	کلاس	کلاس	کلاس	_	_
4	داده‌است	داده‌است	داد	_	_
5	،	،	،	_	_
6	اما	اما	اما	_	_
7	ترتیب	ترتیب	ترتیب	_	_
8	نمرات	نمرات	نمرات	_	_
9	،	،	،	_	_
10	میانگین	میانگین	میانگین	_	_
11	،	،	،	_	_
12	و	و	و	_	_
13	ارتباط	ارتباط	ارتباط	_	_
14	نمره	نمره	نمره	_	_
15	این	این	این	_	_
16	درس	درس	درس	_	_
17	با	با	با	_	_
18	معدل	معدل	معدل	_	_
19	دانشجو	دانشجو	دانشجو	_	_
20	یا	یا	یا	_	_
21	یک	یک	یک	_	_
22	درس	درس	درس	_	_
23	دیگر	دیگر	دیگر	_	_
24	یک	یک	یک	_	_
25	نمونه	نمونه	نمونه	_	_
26	از	از	از	_	_
27	اطلاعات	اطلاع	اطلاعات	_	_
28	است	است		_	_
29	.	.	.	_	_

0	انبوه	انبوه	انبوه	_	_
1	داده	داده	داده	_	_
2	بلای	بلا	بلا	_	_
3	جان	جان	جان	_	_
4	سازمان	سازمان	سازمان	_	_
5	ها		ها	_	_
6	یک	یک	یک	_	_
7	کسب	کسب	کسب	_	_
8	و	و	و	_	_
9	کار	کار	کار	_	_
10	فرضی	فرض	فرضی	_	_
11	فعال	فعال	فعال	_	_
12	در	در	در	_	_
13	زمینه	زمینه	زمینه	_	_
14	فروش	فرو	فروش	_	_
15	را	را	را	_	_
16	در	در	در	_	_
17	نظر	نظر	نظر	_	_
18	بگیرید	بگیرید	گرفت	_	_
19	،	،	،	_	_
20	این	این	این	_	_
21	سازمان	سازمان	سازمان	_	_
22	هر	هر	هر	_	_
23	روز	روز	روز	_	_
24	صدها	صد	صد	_	_
25	مورد	مورد	مورد	_	_
26	فروش	فرو	فروش	_	_
27	را	را	را	_	_
28	از	از	از	_	_
29	دهها	ده	ده	_	_
30	مشتری	مشتری	مشتری	_	_
31	ثبت	ثبت	ثبت	_	_
32	می	می	می	_	_
33	کند	کند	کند	_	_
34	،	،	،	_	_
35	تمام	تمام	تمام	_	_
36	داده	داده	داده	_	_
37	های		های	_	_
38	مربوط	مربوط	مربوط	_	_
39	به	به	به	_	_
40	یک	یک	یک	_	_
41	خرید	خرید	خرید	_	_
42	از	از	از	_	_
43	جمله	جمله	جمله	_	_
44	نام	نا	نام	_	_
45	و	و	و	_	_
46	قیمت	قیم	قیمت	_	_
47	و	و	و	_	_
48	دسته	دسته	دسته	_	_
49	کالاها	کالا	کالا	_	_
50	و	و	و	_	_
51	اطلاعات	اطلاع	اطلاعات	_	_
52	مربوط	مربوط	مربوط	_	_
53	به	به	به	_	_
54	خریدار	خریدار	خریدار	_	_
55	را	را	را	_	_
56	ثبت	ثبت	ثبت	_	_
57	می	می	می	_	_
58	کند	کند	کند	_	_
59	.	.	.	_	_

0	پس	پس	پس	_	_
1	از	از	از	_	_
2	گذشت	گذ	گذشت	_	_
3	مدتی	مدت	مدت	_	_
4	این	این	این	_	_
5	سازمان	سازمان	سازمان	_	_
6	انبوهی	انبوه	انبوه	_	_
7	از	از	از	_	_
8	داده	داده	داده	_	_
9	ها		ها	_	_
10	بی	بی	بی	_	_
11	معنا	معنا	معنا	_	_
12	دارد	دارد	داشت	_	_
13	که	که	که	_	_
14	نمی	نم	نم	_	_
15	تواند	تواند	توانست	_	_
16	از	از	از	_	_
17	آنها	آن	آن	_	_
18	بهره	بهره	بهره	_	_
19	ببرد	ببرد	ببرد	_	_
20	.	.	.	_	_

0	این	این	این	_	_
1	سازمان	سازمان	سازمان	_	_
2	اگر	اگر	اگر	_	_
3	بخواهد	بخواهد	خواست	_	_
4	بفهمد	بفهمد	فهمید	_	_
5	کدام	کدام	کدام	_	_
6	مشتریان	مشتری	مشتری	_	_
7	از	از	از	_	_
8	چه	چه	چه	_	_
9	کالایی	کالا	کالا	_	_
10	بیشتر	بی	بیشتر	_	_
11	خوششان	خوش	خوش	_	_
12	آمده	آمده	آمده	_	_
13	راهی	راه	راه	_	_
14	ندارد	ندارد	داشت	_	_
15	،	،	،	_	_
16	نمی	نم	نم	_	_
17	تواند	تواند	توانست	_	_
18	بفهمد	بفهمد	فهمید	_	_
19	خریداران	خریدار	خریدار	_	_
20	با	با	با	_	_
21	هزینه	هزینه	هزینه	_	_
22	بالا	بالا	بالا	_	_
23	از	از	از	_	_
24	چه	چه	چه	_	_
25	کالایی	کالا	کالا	_	_
26	خرید	خرید	خرید	_	_
27	می	می	می	_	_
28	کنند	کنند	کرد	_	_
29	و	و	و	_	_
30	خریداران	خریدار	خریدار	_	_
31	با	با	با	_	_
32	سبد	سبد	سبد	_	_
33	قیمتی	قیمت	قیمت	_	_
34	پایین	پا	پایین	_	_
35	چه	چه	چه	_	_
36	کالایی	کالا	کالا	_	_
37	را	را	را	_	_
38	می	می	می	_	_
39	پسندند	پسندند	پسندید	_	_
40	؛	؛	؛	_	_
41	نمی	نم	نم	_	_
42	داند	داند	دانست	_	_
43	کدام	کدام	کدام	_	_
44	کالا	کالا	کالا	_	_
45	فروش	فرو	فروش	_	_
46	بهتری	بهتر	بهتر	_	_
47	دارد	دارد	داشت	_	_
48	،	،	،	_	_
49	چه	چه	چه	_	_
50	کالایی	کالا	کالا	_	_
51	در	در	در	_	_
52	انبار	انبار	انبار	_	_
53	می	می	می	_	_
54	ماند	ماند	ماند	_	_
55	،	،	،	_	_
56	چه	چه	چه	_	_
57	کالایی	کالا	کالا	_	_
58	حجم	حج	حجم	_	_
59	سرمایه	سرمایه	سرمایه	_	_
60	سازمان	سازمان	سازمان	_	_
61	را	را	را	_	_
62	درگیر	درگیر	درگیر	_	_
63	می	می	می	_	_
64	کند	کند	کند	_	_
65	و	و	و	_	_
66	در	در	در	_	_
67	یک	یک	یک	_	_
68	کلام	کلام	کلام	_	_
69	:	:	:	_	_
70	از	از	از	_	_
71	میان	می	میان	_	_
72	انبوه	انبوه	انبوه	_	_
73	داده	داده	داده	_	_
74	هیچ	هیچ	هیچ	_	_
75	دانش	دانش	دانش	_	_
76	مفیدی	مفید	مفید	_	_
77	استخراج	استخراج	استخراج	_	_
78	نمی	نم	نم	_	_
79	کند	کند	کند	_	_
80	.	.	.	_	_

0	داده	داده	داده	_	_
1	کاوی	کاو	کاو	_	_
2	چیست	چیست	چیست	_	_
3	؟	؟	؟	_	_

0	سازمان	سازمان	سازمان	_	_
1	ها		ها	_	_
2	برای	برای	برای	_	_
3	تصمیم	تصمیم	تصمیم	_	_
4	گیری	گیر	گرفت	_	_
5	و	و	و	_	_
6	برنامه	برنامه	برنامه	_	_
7	ریزی	ریز	ریخت	_	_
8	به	به	به	_	_
9	اطلاعات	اطلاع	اطلاعات	_	_
10	نیاز	نیاز	نیاز	_	_
11	دارند	دارند	داشت	_	_
12	،	،	،	_	_
13	بخش	بخش	بخش	_	_
14	مهمی	مهم	مهم	_	_
15	از	از	از	_	_
16	این	این	این	_	_
17	اطلاعات	اطلاع	اطلاعات	_	_
18	از	از	از	_	_
19	خود	خود	خود	_	_
20	سازمان	سازمان	سازمان	_	_
21	ناشی	ناشی	ناشی	_	_
22	می	می	می	_	_
23	شود	شود	شد	_	_
24	،	،	،	_	_
25	از	از	از	_	_
26	داده	داده	داده	_	_
27	های		های	_	_
28	قبلی	قبل	قبل	_	_
29	و	و	و	_	_
30	الگوهای	الگو	الگو	_	_
31	عملکرد	عملکرد	عملکرد	_	_
32	سازمان	سازمان	سازمان	_	_
33	استخراج	استخراج	استخراج	_	_
34	می	می	می	_	_
35	شوند	شوند	شد	_	_
36	،	،	،	_	_
37	داده	داده	داده	_	_
38	های		های	_	_
39	خود	خود	خود	_	_
40	سازمان	سازمان	سازمان	_	_
41	نشان	نشان	نشان	_	_
42	دهنده	دهنده	دهنده	_	_
43	رفتار	رفتار	رفتار	_	_
44	مشتریان	مشتری	مشتری	_	_
45	و	و	و	_	_
46	همکاران	همکار	همکار	_	_
47	و	و	و	_	_
48	بیان	بی	بیان	_	_
49	کننده	کننده	کننده	_	_
50	موفقیت	موفقیت	موفقیت	_	_
51	یا	یا	یا	_	_
52	شکست	شکست	شکست	_	_
53	سازمان	سازمان	سازمان	_	_
54	در	در	در	_	_
55	یک	یک	یک	_	_
56	عمل	عمل	عمل	_	_
57	خاص	خاص	خاص	_	_
58	هستند	هستند		_	_
59	.	.	.	_	_

0	برای	برای	برای	_	_
1	استخراج	استخراج	استخراج	_	_
2	اطلاعات	اطلاع	اطلاعات	_	_
3	مفید	مفید	مفید	_	_
4	از	از	از	_	_
5	میان	می	میان	_	_
6	انبوه	انبوه	انبوه	_	_
7	حجم	حج	حجم	_	_
8	داده	داده	داده	_	_
9	های		های	_	_
10	ثبت	ثبت	ثبت	_	_
11	شده	شده	شده	_	_
12	باید	باید	باید	_	_
13	از	از	از	_	_
14	فن	فن	فن	_	_
15	داده	داده	داده	_	_
16	کاوی	کاو	کاو	_	_
17	استفاده	استفاده	استفاده	_	_
18	کرد	کرد	کرد	_	_
19	.	.	.	_	_

0	داده	داده	داده	_	_
1	کاوی	کاو	کاو	_	_
2	فنی	فن	فن	_	_
3	است	است		_	_
4	که	که	که	_	_
5	از	از	از	_	_
6	میان	می	میان	_	_
7	پایگاه	پایگاه	پایگاه	_	_
8	داده	داده	داده	_	_
9	سازمان	سازمان	سازمان	_	_
10	،	،	،	_	_
11	به	به	به	_	_
12	دنبال	دنبال	دنبال	_	_
13	الگوهای	الگو	الگو	_	_
14	پنهان	پنهان	پنهان	_	_
15	در	در	در	_	_
16	میان	می	میان	_	_
17	داده	داده	داده	_	_
18	ها		ها	_	_
19	،	،	،	_	_
20	ارتباط	ارتباط	ارتباط	_	_
21	میان	می	میان	_	_
22	آنها	آن	آن	_	_
23	،	،	،	_	_
24	روند	روند	روند	_	_
25	و	و	و	_	_
26	الگوی	الگو	الگو	_	_
27	آنها	آن	آن	_	_
28	می	می	می	_	_
29	گردد	گردد	گشت	_	_
30	.	.	.	_	_

0	داده	داده	داده	_	_
1	کاوی	کاو	کاو	_	_
2	از	از	از	_	_
3	توابع	توابع	توابع	_	_
4	و	و	و	_	_
5	الگوریتم	الگوریتم	الگوریتم	_	_
6	های		های	_	_
7	پیشرفته	پیشرفته	پیشرفته	_	_
8	ریاضی	ریاض	ریاضی	_	_
9	استفاده	استفاده	استفاده	_	_
10	می	می	می	_	_
11	کند	کند	کند	_	_
12	تا	تا	تا	_	_
13	ارتباط	ارتباط	ارتباط	_	_
14	میان	می	میان	_	_
15	دو	دو	دو	_	_
16	دسته	دسته	دسته	_	_
17	از	از	از	_	_
18	داده	داده	داده	_	_
19	و	و	و	_	_
20	امکان	امکان	امکان	_	_
21	رخ	رخ	رخ	_	_
22	دادن	دادن	دادن	_	_
23	یک	یک	یک	_	_
24	نتیجه	نتیجه	نتیجه	_	_
25	را	را	را	_	_
26	در	در	در	_	_
27	آینده	آینده	آینده	_	_
28	پیش	پی	پیش	_	_
29	بینی	بین	بینی	_	_
30	کند	کند	کند	_	_
31	.	.	.	_	_

0	داده	داده	داده	_	_
1	کاوی	کاو	کاو	_	_
2	چه	چه	چه	_	_
3	کاری	کار	کاشت	_	_
4	می	می	می	_	_
5	تواند	تواند	توانست	_	_
6	انجام	انجام	انجام	_	_
7	دهد	دهد	داد	_	_
8	؟	؟	؟	_	_

0	داده	داده	داده	_	_
1	کاوی	کاو	کاو	_	_
2	عموما	عموما	عموما	_	_
3	توسط	توسط	توسط	_	_
4	سازمان	سازمان	سازمان	_	_
5	های		های	_	_
6	مشتری	مشتری	مشتری	_	_
7	محور	محور	محور	_	_
8	استفاده	استفاده	استفاده	_	_
9	می	می	می	_	_
10	شود	شود	شد	_	_
11	،	،	،	_	_
12	این	این	این	_	_
13	سازمان	سازمان	سازمان	_	_
14	ها		ها	_	_
15	(	(	(	_	_
16	فروشگاه	فروشگاه	فروشگاه	_	_
17	ها		ها	_	_
18	،	،	،	_	_
19	تولید	تولید	تولید	_	_
20	کنندگان	کنندگان	کنندگان	_	_
21	،	،	،	_	_
22	خرده	خرده	خرده	_	_
23	فروشان	فرو	فرو	_	_
24	و	و	و	_	_
25	فروشگاه	فروشگاه	فروشگاه	_	_
26	های		های	_	_
27	اینترنتی	اینترنت	اینترنت	_	_
28	)	)	)	_	_
29	می	می	می	_	_
30	توانند	توانند	توانست	_	_
31	با	با	با	_	_
32	استفاده	استفاده	استفاده	_	_
33	از	از	از	_	_
34	داده	داده	داده	_	_
35	کاوی	کاو	کاو	_	_
36	ارتباط	ارتباط	ارتباط	_	_
37	میان	می	میان	_	_
38	اقدامات	اقدام	اقدامات	_	_
39	خود	خود	خود	_	_
40	و	و	و	_	_
41	عوامل	عوامل	عوامل	_	_
42	درونی	درون	درون	_	_
43	سازمان	سازمان	سازمان	_	_
44	مثل	مثل	مثل	_	_
45	قیمت	قیم	قیمت	_	_
46	کالاها	کالا	کالا	_	_
47	،	،	،	_	_
48	تخفیفات	تخفیف	تخفیف	_	_
49	،	،	،	_	_
50	هزینه	هزینه	هزینه	_	_
51	تبلیغات	تبلیغ	تبلیغات	_	_
52	و	و	و	_	_
53	دیگر	دیگر	دیگر	_	_
54	عوامل	عوامل	عوامل	_	_
55	داخلی	داخل	داخل	_	_
56	را	را	را	_	_
57	با	با	با	_	_
58	عوامل	عوامل	عوامل	_	_
59	بیرونی	بیرون	بیرونی	_	_
60	مثل	مثل	مثل	_	_
61	مشخصات	مشخص	مشخصات	_	_
62	مشتریان	مشتری	مشتری	_	_
63	(	(	(	_	_
64	سن	سن	سن	_	_
65	،	،	،	_	_
66	جنسیت	جنسیت	جنسیت	_	_
67	،	،	،	_	_
68	درآمد	درآمد	درآمد	_	_
69	و	و	و	_	_
70	محل	محل	محل	_	_
71	سکونت	سکون	سکونت	_	_
72	)	)	)	_	_
73	،	،	،	_	_
74	رقبا	رقبا	رقبا	_	_
75	و	و	و	_	_
76	عوامل	عوامل	عوامل	_	_
77	عمومی	عموم	عموم	_	_
78	بازار	بازار	بازار	_	_
79	(	(	(	_	_
80	سطح	سطح	سطح	_	_
81	درآمد	درآمد	درآمد	_	_
82	جامعه	جامعه	جامعه	_	_
83	،	،	،	_	_
84	وضعیت	وضعیت	وضعیت	_	_
85	رونق	رونق	رونق	_	_
86	و	و	و	_	_
87	رکود	رکود	رکود	_	_
88	اقتصادی	اقتصاد	اقتصاد	_	_
89	)	)	)	_	_
90	را	را	را	_	_
91	پیدا	پیدا	پیدا	_	_
92	کنند	کنند	کرد	_	_
93	.	.	.	_	_

0	علاوه	علاوه	علاوه	_	_
1	بر	بر	بر	_	_
2	این	این	این	_	_
3	می	می	می	_	_
4	توان	تو	توان	_	_
5	شاخص	شاخص	شاخص	_	_
6	هایی	هایی	هایی	_	_
7	مثل	مثل	مثل	_	_
8	رضایت	رضایت	رضایت	_	_
9	مشتری	مشتری	مشتری	_	_
10	،	،	،	_	_
11	درآمد	درآمد	درآمد	_	_
12	و	و	و	_	_
13	سود	سود	سود	_	_
14	سازمان	سازمان	سازمان	_	_
15	،	،	،	_	_
16	مجموع	مجموع	مجموع	_	_
17	سرمایه	سرمایه	سرمایه	_	_
18	درگردش	درگرد	درگردش	_	_
19	و	و	و	_	_
20	هزینه	هزینه	هزینه	_	_
21	های		های	_	_
22	جاری	جار	جاری	_	_
23	و	و	و	_	_
24	میزان	میز	میزان	_	_
25	افزایش	افزایش	افزایش	_	_
26	و	و	و	_	_
27	کاهش	کاه	کاهش	_	_
28	آنها	آن	آن	_	_
29	در	در	در	_	_
30	طول	طول	طول	_	_
31	زمان	زمان	زمان	_	_
32	را	را	را	_	_
33	استخراج	استخراج	استخراج	_	_
34	کند	کند	کند	_	_
35	.	.	.	_	_

0	به	به	به	_	_
1	طور	طور	طور	_	_
2	مثال	مثال	مثال	_	_
3	شرکت	شرک	شرکت	_	_
4	ویدئوی	ویدئو	ویدئو	_	_
5	خانگی	خانگی	خانگی	_	_
6	از	از	از	_	_
7	داده	داده	داده	_	_
8	های		های	_	_
9	سابق	سابق	سابق	_	_
10	مشتریان	مشتری	مشتری	_	_
11	استفاده	استفاده	استفاده	_	_
12	میکند	میکند	میکند	_	_
13	و	و	و	_	_
14	به	به	به	_	_
15	انها	ان	انها	_	_
16	ویدئوهایی	ویدئو	ویدئو	_	_
17	پیشنهاد	پیشنهاد	پیشنهاد	_	_
18	می	می	می	_	_
19	دهد	دهد	داد	_	_
20	تا	تا	تا	_	_
21	آنها	آن	آن	_	_
22	را	را	را	_	_
23	تماشا	تماشا	تماشا	_	_
24	کنند	کنند	کرد	_	_
25	.	.	.	_	_

0	والمارت	والمار	والمارت	_	_
1	(	(	(	_	_
2	بزرگترین	بزرگ	بزرگ	_	_
3	خرده	خرده	خرده	_	_
4	فروش	فرو	فروش	_	_
5	زنجیره	زنجیره	زنجیره	_	_
6	ای	ای	ای	_	_
7	جهان	جهان	جهان	_	_
8	)	)	)	_	_
9	برای	برای	برای	_	_
10	بهبود	بهبود	بهبود	_	_
11	عمکلرد	عمکلرد	عمکلرد	_	_
12	عرضه	عرضه	عرضه	_	_
13	کنندگان	کنندگان	کنندگان	_	_
14	خود	خود	خود	_	_
15	از	از	از	_	_
16	داده	داده	داده	_	_
17	کاوی	کاو	کاو	_	_
18	در	در	در	_	_
19	مقیاسی	مقیاس	مقیاس	_	_
20	وسیع	وسیع	وسیع	_	_
21	استفاده	استفاده	استفاده	_	_
22	کرده‌است	کرده‌است	کرد	_	_
23	.	.	.	_	_

0	داده	داده	داده	_	_
1	های		های	_	_
2	۲۹۰۰	۲۹۰۰	۲۹۰۰	_	_
3	فروشگاه	فروشگاه	فروشگاه	_	_
4	در	در	در	_	_
5	۶	۶	۶	_	_
6	کشور	کشور	کشور	_	_
7	برای	برای	برای	_	_
8	این	این	این	_	_
9	کار	کار	کار	_	_
10	استفاده	استفاده	استفاده	_	_
11	شده‌اند	شده‌اند	شد	_	_
12	و	و	و	_	_
13	در	در	در	_	_
14	مجموع	مجموع	مجموع	_	_
15	۷٫۵	۷٫۵	۷٫۵	_	_
16	ترابایت	ترابا	ترابایت	_	_
17	داده	داده	داده	_	_
18	مورد	مورد	مورد	_	_
19	بررسی	بررسی	بررسی	_	_
20	قرار	قرار	قرار	_	_
21	گرفت	گرفت	گرفت	_	_
22	.	.	.	_	_

0	۳۵۰۰	۳۵۰۰	۳۵۰۰	_	_
1	تامین	تا	تا	_	_
2	کننده	کننده	کننده	_	_
3	به	به	به	_	_
4	داده	داده	داده	_	_
5	های		های	_	_
6	دسترسی	دسترس	دسترس	_	_
7	پیدا	پیدا	پیدا	_	_
8	کردند	کردند	کرد	_	_
9	تا	تا	تا	_	_
10	بتوانند	بتوانند	توانست	_	_
11	الگوهای	الگو	الگو	_	_
12	خرید	خرید	خرید	_	_
